PMID	Year	Abstract
30216498	2018	'Detection of proteins which may be potential biomarkers of disorders represents a big step forward in understanding the molecular mechanisms that underlie pathological processes. In this context proteomics plays the important role of opening a path for the identification of molecular signatures that can potentially assist in early diagnosis of several clinical disturbances. Aim of this report is to provide an overview of the wide variety of proteomic strategies that have been applied to the investigation of chronic obstructive pulmonary disease (COPD), a severe disorder that causes an irreversible damage to the lungs and for which there is no cure yet. The results in this area published over the past decade show that proteomics indeed has the ability of monitoring alterations in expression profiles of proteins from fluids/tissues of patients affected by COPD and healthy controls. However, these data also suggest that proteomics, while being an attractive tool for the identification of novel pathological mediators of COPD, remains a technique mainly generated and developed in research laboratories. Great efforts dedicated to the validation of these biological signatures will result in the proof of their clinical utility. This article is protected by copyright. All rights reserved.'
30216497	2018	'We previously reported that interleukin-1β (IL-1β) in the red nucleus (RN) is involved in pain modulation and exerts a facilitatory effect in the development of neuropathic pain. Here, we explored the actions of signaling pathways, including the Janus kinase/signal transducer and activator of transcription 3 (JAK/STAT3), c-Jun N-terminal kinase (JNK), extracellular signal-regulated kinase (ERK), p38 mitogen-activated protein kinase (p38 MAPK) and nuclear factor-κB (NF-κB) pathways, on RN IL-1β-mediated pain modulation. After a single dose of recombinant rat IL-1β (rrIL-1β, 10\xa0ng) injected into the RN in normal rats, a tactile allodynia was evoked in the contralateral but not ipsilateral hindpaw, commencing 75\xa0min and peaking 120\xa0min postinjection. Up-regulated protein levels of phospho-STAT3 (p-STAT3) and p-JNK were observed in the RN 120\xa0min after rrIL-1β injection, the increases of p-STAT3 and p-JNK were blocked by anti-IL-1β antibody. However, the expression levels of p-ERK, p-p38 MAPK, and NF-κB in the RN were not affected by rrIL-1β injection. RN neurons and astrocytes contributed to IL-1β-evoked up-regulation of p-STAT3 and p-JNK. Further studies demonstrated that injection of the JAK2 antagonist AG490 or JNK antagonist SP600125 into the RN 30\xa0min prior to the administration of rrIL-1β could completely prevent IL-1β-evoked tactile allodynia, while injection of the ERK antagonist PD98059, p38 MAPK antagonist SB203580, or NF-κB antagonist PDTC did not affect IL-1β-evoked tactile allodynia. In conclusion, our data provide additional evidence that RN IL-1β is involved in pain modulation, and that it exerts a facilitatory effect by activating the JAK/STAT3 and JNK signaling pathways.'
30216494	2018	''
30216493	2018	'Cardiac fibrosis is known to be present in dilated cardiomyopathy (DCM) and it predicts the occurrence of sudden death and congestive heart failure. The aim of our study is to investigate the expression of microRNA-132 (miR-132) and its effect on cardiocyte proliferation, apoptosis, and cardiac fibrosis by binding to phosphatase and tensin homolog (PTEN) through the phosphateidylinositol 3-kinase (PI3K)/protein kinase (Akt) signal transduction pathway in DCM rats. DCM rat models induced by doxorubicin were established and confirmed by an ultrasonic cardiogram. Epithelial cells were treated with inhibitors, activators, and small interfering RNAs to identify the mechanisms by which miR-132 controls cardiocyte activity and cardiac fibrosis. Angiotensin II (Ang II) and aldosterone (ALD) expressions were detected by an enzyme-linked immunosorbent assay. The relationship between PTEN and miR-132 was verified by a dual-luciferase reporter assay. Cell proliferation and apoptosis were tested by the MTT assay and flow cytometry. PTEN was determined to be the target gene of miR-132. Rat models of DCM exhibited a lower level of miR-132, PI3K, Akt, B-cell lymphoma 2, collagen I, and collagen III, but a higher level of PTEN, Bcl-2-associated X protein, and proliferating cell nuclear antigen as well as inflammatory response (Ang II and ALD), accompanied by declined cardiocyte proliferation and elevated apoptosis and cardiac fibrosis. Upregulated miR-132 or silenced PTEN activated the PI3K/Akt pathway, thus facilitating cardiocyte proliferation and repressing cardiocyte apoptosis and cardiac fibrosis, as well as inflammatory responses. Downregulated miR-132 reversed this tendency. These findings indicate that miR-132 activates the PI3K/Akt pathway by inhibiting PTEN expression, thus facilitating cardiocyte proliferation and inhibiting apoptosis and cardiac fibrosis in DCM rats.'
30216488	2018	'The correlation between lung cancer tumor markers and sex differences in lung cancer remains a clinical problem that is worthy of further study. This study investigated the significance of the combined detection of 17β-estrogen (E2) and tumor markers in the diagnosis and prognosis of lung cancer. A total of 174 patients, including 117 patients with non-small-cell lung cancer (NSCLC) and 57 patients with benign pulmonary lesions (BPL), were enrolled. An enzyme-linked immunosorbent assay was used to detect the expression of E2, carcinoembryonic antigen (CEA), neuron-specific enolase (NSE), and cytokeratin 19 fragment antigen 21-1 (CYFRA21-1) in patients with NSCLC and BPL to analyze the correlation between E2 and CEA, NSE or CYFRA21-1 expression, and its correlation with clinicopathological features and prognosis. The expression of tumor markers was then examined in different lung cancer cells (A549, H1795, H460, and SK-MES-1). The expression of tumor markers was detected by a real-time reverse transcription-polymerase chain reaction (RT-PCR) and Western blot analysis. The expressions of p-p44/42 mitogen-activated protein kinase (MAPK) and phospho-AKT (p-AKT) were detected by Western blot analysis. The expression levels of E2, CEA, NSE, and CYFRA21-1 in patients with NSCLC were significantly higher than those in patients with BPL ( P\u2009<\u2009.05); E2 was positively correlated with tumor markers ( P\u2009<\u2009.01). Patients with a high expression of E2 and tumor markers showed a poor prognosis\xa0( P\u2009<\u2009.05). RT-quantitative PCR and Western blot analysis showed that the expression levels of CEA, NSE, CYFRA21-1, p-p44/42 MAPK, and p-AKT in the E2 group were higher than those in the other groups ( P\u2009<\u2009.05). These studies indicate that the interaction of E2 and tumor markers can significantly improve the role of tumor markers in the diagnosis and prognosis of lung cancer.'
30216485	2018	"'Modern high-throughput and high-content biological research is performed with advanced instrumentation and complex and time-consuming protocols, which, as a whole, pose a challenge for routine implementation in a research laboratory. In support of a ""bioanalytical toolbox"" with potential utility for exploring cellular functions mediated via protein phosphorylation-a postranslational modification (PTM) with essential regulatory roles in a variety of cellular processes-in this work, we describe the development of a simple, integrated microfluidic chip that can perform targeted, quantitative analysis of phosphopeptides involved in cancer-relevant signaling pathways. The microfluidic device comprises microreactors packed with C18 and TiO particles for on-chip solid phase extraction (SPE) and phosphopeptide enrichment, and an electrospray ionization (ESI) interface for facilitating multiple reaction monitoring (MRM)-mass spectrometry (MS) detection. The chips are demonstrated for the detection of three phosphopeptides involved in ERBB2/MAPK signaling pathways, selected from the outcome of a proteomic study involving EGF stimulation of SKBR3/HER2+ breast cancer cells. The data demonstrate that the proposed microfluidic strategy can be used for the MS quantification of phosphopeptides in the low nM range from cell lysates without any prior sample pretreatment, fractionation or bioaffinity enrichment, and is generally applicable to the analysis of any phosphopeptide targets. This article is protected by copyright. All rights reserved.'"
30216461	2018	'Staphylococcal nuclease domain-containing 1 (SND1) expression is crucial for breast cancer metastasis; however, the clinical implications of SND1 expression in breast cancer remain unclear. This study investigated the relationship of SND1 protein expression both with metastasis and the prognoses of 144 breast cancer patients over a 10-year follow-up. Chi-square tests revealed that the percentages of positive SND1 expression in breast cancer tumors were significantly associated with larger tumor size (>2\xa0cm, P = 0.043), higher clinical TNM stage (P = 0.003), and positive lymph node metastasis (P = 0.001). Breast cancer patients with positive SND1 expression had a significantly shorter overall survival and disease-free survival than those with negative SND1 expression (P <\xa00.01). Multiple Cox regression analysis indicated that SND1 expression is an independent risk factor for shorter disease-free survival (hazard ratio = 1.97, P = 0.014). The percentages of SND1 expression in metastatic breast cancers were significantly higher than that in primary tumors in 30 patients with advanced breast cancer (P = 0.016). Therefore, SND1 protein expression is significantly associated with breast cancer metastasis and may serve as a biomarker for prognosis of breast cancer patients.'
30216458	2018	'Wintersweet (Chimonanthus praecox L.) is an important ornamental plant in China with a pleasant floral scent. To explore the potential mechanisms underlying differences in the fragrances among genotypes of this plant, we analyzed floral volatile organic compounds (VOCs) from two different genotypes: SW001, which has little to no fragrance, and the scented genotype H29. The major VOCs in H29 were linalool, trans-β-ocimene, benzyl acetate, methyl salicylate, benzyl alcohol, and methyl benzoate. The most important aroma-active compound in H29, linalool, was emitted at a low concentration in SW001, which had markedly higher levels of trans-β-ocimene than H29. Next, to investigate scent biosynthesis, we analyzed the transcriptome and proteome of fully open flowers of the two genotypes. A total of 14 443 differentially expressed unigenes and 196 differentially expressed proteins were identified. Further analyses indicated that 56 differentially expressed genes involved in the terpenoid and benzenoid biosynthesis pathways might play critical roles in regulating floral fragrance difference. Disequilibrium expression of four terpene synthase genes resulted in diverse emission of linalool and trans-β-ocimene in both genotypes. In addition, the expressions of two CpMYC2 transcription factors were both upregulated in H29, implying that they may regulate linalool production. Notably, 16 of 20 genes in the benzenoid biosynthesis pathway were downregulated, corresponding to the relatively low level of benzenoid production in SW001. The lack of benzyl acetate might indicate that SW001 may lack substrate benzyl alcohol or functional acetyl-CoA: benzylalcohol acetyltransferase. This article is protected by copyright. All rights reserved.'
30216447	2018	'Alzheimer disease (AD) is a progressive neurodegenerative disorder associated with aging and characterized pathologically by the presence of senile plaques, neurofibrillary tangles, and neurite and synapse loss. Amyloid beta-peptide (1-42) [Aβ(1-42)], a major component of senile plaques, is neurotoxic and induces oxidative stress in vitro and in vivo. Redox proteomics has been used to identify proteins oxidatively modified by Aβ(1-42) in vitro and in vivo. In this review, we discuss these proteins in the context of those identified to be oxidatively modified in animal models of AD, and human studies including Familial AD (FAD), Preclinical AD (PCAD), Mild Cognitive Impairment (MCI), Early AD (EAD), Late AD (LAD), Down syndrome (DS) and DS with AD (DS/AD). These redox proteomics studies indicate that Aβ(1-42)-mediated oxidative stress occurs early in AD pathogenesis and results in altered antioxidant and cellular detoxification defenses, decreased energy yielding metabolism and mitochondrial dysfunction, excitotoxicity, loss of synaptic plasticity and cell structure, neuroinflammation, impaired protein folding and degradation, and altered signal transduction. Improved access to biomarker imaging and the identification of lifestyle interventions or treatments to reduce Aβ production could be beneficial in preventing or delaying the progression of AD. This article is protected by copyright. All rights reserved.'
30216443	null	null
30216440	2018	'Recently, microRNAs (miRNAs) have been demonstrated to participate in many physiological and biological processes, especially by acting as circulating biomarkers or modulators in cell differentiation. Therefore, the aim of the current study was to clarify whether microRNA-320a (miR-320a) regulates the proliferation, migration, invasion, and apoptosis of trophoblasts and endothelial cells. In this study, miR-320a mimics and inhibitors were transfected into HTR.8/SVneo cells and human umbilical vein endothelial cells (HUVECs) using liposomes. Subsequently, the expression of miR-320a and estrogen-related receptor γ (ERRγ) mRNA was detected by a reverse transcription quantitative polymerase chain reaction, whereas the protein expression of ERRγ, vascular endothelial growth factor (VEGF), angiogenin 1 (Ang-1), human 3beta-hydroxysteroid dehydrogenase type 1 (HSD3B1), and human chorionic gonadotropin (HCG) was detected by western blot analysis. Furthermore, the proliferation, invasion/migration, and apoptosis of cells were analyzed by the cell counting kit-8 assay, transwell assay, and flow cytometry, respectively. The results showed that overexpression of miR-320a decreased the optical density (OD) values and the proliferation rate of HTR.8/SVneo cells and HUVECs, while inhibiting the expression of VEGF, Ang-1, HSD3B1, and HCG in these cells. Furthermore, miR-320a reduced the ability of cell invasion and migration, while increasing the rate of cell apoptosis. After cotransfecting the cells with miR-320a and ERRγ small (or short) interfering RNA (siRNA), the decreased ERRγ expression led to inhibited proliferation, migration, and invasion, but increased apoptosis of HTR.8/SVneo cells and HUVECs. Our results further revealed that miR-320a induced the apoptosis of trophoblasts and endothelial cells while inhibiting their proliferation, migration, and invasion by decreasing the expression of ERRγ and by indirectly suppressing the expression of VEGF, Ang-1, HSD3B1, and HCG.'
30216438	2018	'The\xa0HOX transcript antisense RNA (HOTAIR) long noncoding RNA (lncRNA), a highly abundant and conserved imprinted gene, has been implicated in many essential biological processes and diseases. However, to date, the significance of HOTAIR in diabetic cardiomyopathy (DCM) has never been investigated. The current study was designed to determine whether DCM can be regulated by HOTAIR and to elucidate the related mechanism. In vivo, streptozotocin (STZ) was injected intraperitoneally to induce type 1 diabetes in mice. Cardiomyocyte specific HOTAIR overexpression was achieved using an adeno-associated virus system 12 weeks after STZ injection. In vitro, H9c2 were used to explore the potential molecular mechanism of HOTAIR in the regulation of high-glucose-induced cardiomyocyte injury. Luciferase reporter assay and RNA immunoprecipitation (RIP) were performed to explore the relationship between HOTAIR, microRNA-34a (miR-34a), and Sirtuin 1 (SIRT1). HOTAIR expression was significantly decreased in diabetic mice hearts. Knockdown of HOTAIR in high glucose-induced H9c2 resulted in increased oxidative injury, inflammation, and apoptosis in vitro. Cardiomyocyte-specific overexpression of HOTAIR improved cardiac function, decreased oxidative stress and inflammation, and attenuated myocyte death in mice treated with STZ. Mechanistically, the expression of SIRT1/forkhead box protein O1 was significantly increased in the HOTAIR-overexpressing hearts compared with the control hearts treated with STZ. Moreover, we found HOTAIR functioned as a molecular sponge of miR-34a in H9c2 and SIRT1 was identified as a target of miR-34a. Furthermore, the protective effects of HOTAIR on DCM was abolished in SIRT1 deficiency mice in vivo. HOTAIR protected against DCM via activation of the SIRT1 expression by sponging miR-34a.'
30216414	2018	'The pathogenic role of IL-17 and GM-CSF has been unravelled in experimental autoimmune encephalomyelitis (EAE), a murine model of multiple sclerosis (MS). However, in most models, EAE is characterised by a monophasic attack which is not representative of the relapsing nature nor the chronicity displayed in MS. Here, we used proteolipid protein peptide (PLP ) to trigger EAE-relapses (EAE-II) in SJL mice that had recovered from a primary-EAE episode (EAE-I). This procedure resulted in severe and irreversible disease that, unlike EAE-I, was not abolished by anti-IL-17-mAb. In contrast, prophylactic anti-GM-CSF-mAb treatment prevented EAE-I and -II. Strikingly, the expression of T-cell transcription factors and cytokines/chemokines in mice treated with anti-GM-CSF during both EAE episodes was silenced. Anti-GM-CSF-mAb treatment administered only during EAE-II did not completely prevent relapses but mice ultimately reached full recovery. Anti-GM-CSF treatment also strongly impaired and ultimately resolved monophasic MOG -induced EAE in C57Bl/6 mice. In such protected mice, anti-GM-CSF treatment also prevented a further relapse induced by MOG-revaccination. These results underscore the critical role of GM-CSF on pro-inflammatory mediator production. Furthermore, we observed a strong preventive and curative effect of anti-GM-CSF neutralisation in two EAE models, relapsing and chronic. Altogether these findings are relevant for further MS research. This article is protected by copyright. All rights reserved.'
30216407	2018	'INTRODUCTION: Our primary objective was to test the hypothesis that human epididymal protein 4 (HE4) and risk of ovarian malignancy index (ROMA) outperform CA125 and risk of malignancy index (RMI) in categorizing a pelvic mass into high or low risk of malignancy in a Swedish population. Further, cut off values needed to be defined for HE4 and ROMA in pre- and postmenopausal women prior to introduction into clinical practice. A tertiary objective was to investigate the correlation between HE4 levels in serum and urine.\n\nMATERIAL AND METHODS: Women with pelvic mass scheduled for surgery were recruited from nine hospitals in southeast Sweden. Preoperative blood samples were taken for analysis of CA125 and HE4 as well as urine samples for analysis of HE4.\n\nRESULTS: We enrolled a total of 901 patients out of which 784 were evaluable. In the pre- and postmenopausal groups, no significant differences were found for sensitivity, PPV and NPV neither for RMI vs ROMA nor for CA125 vs HE4 using a fixed specificity of 75%. Cut-off values indicating malignancy were established for HE4 and ROMA in pre- and postmenopausal women. We found no correlation between HE4 concentration in serum and urine.\n\nCONCLUSIONS: We could not confirm a diagnostic superiority of ROMA over RMI in categorizing patients with pelvic mass into low or high risk groups for malignancy in a Swedish population. We have defined cut-off values for HE4 and ROMA. The lack of correlation between serum and urine HE4 obviates the introduction of urine HE4 analysis into clinical diagnostics. This article is protected by copyright. All rights reserved.'
30216376	2018	'Infectious bronchitis virus (IBV) affects poultry respiratory, renal and reproductive systems. Currently the efficacy of available live attenuated or killed vaccines against IBV has been challenged. We designed a novel IBV vaccine alternative using a highly innovative platform called Self-Assembling Protein Nanoparticle (SAPN). In this vaccine, B cell epitopes derived from the second heptad repeat (HR2) region of IBV spike proteins were repetitively presented in its native trimeric conformation. In addition, flagellin was co-displayed in the SAPN to achieve a self-adjuvanted effect. Three groups of chickens were immunized at four weeks of age with the vaccine prototype, IBV-Flagellin-SAPN, a negative-control construct Flagellin-SAPN or a buffer control. The immunized chickens were challenged with 5x104.7 EID50 IBV M41 strain. High antibody responses were detected in chickens immunized with IBV-Flagellin-SAPN. In ex vivo proliferation tests, peripheral mononuclear cells (PBMCs) derived from IBV-Flagellin-SAPN immunized chickens had a significantly higher stimulation index than that of PBMCs from chickens receiving Flagellin-SAPN. Chickens immunized with IBV-Flagellin-SAPN had a significant reduction of tracheal virus shedding and lesser tracheal lesion scores than did negative control chickens. The data demonstrated that the IBV-Flagellin-SAPN holds promise as a vaccine for IBV.'
30216370	2018	'SPLUNC1 is a multifunctional protein of the airway with antimicrobial properties. We previously reported that it displayed antibiofilm activities against P. aeruginosa. The goal of this study was to determine whether (1) the antibiofilm property is broad (including S. aureus, another prevalent organism in cystic fibrosis); (2) the α4 region is responsible for such activity; and (3), if so, this motif could be structurally optimized as an antimicrobial peptide with enhanced activities. We used S. aureus biofilm-prevention assays to determine bacterial biomass in the presence of SPLUNC1 and SPLUNC1Δα4 recombinant proteins, or SPLUNC1-derived peptides (α4 and α4M1), using the well-established crystal-violet biofilm detection assay. The SPLUNC1Δα4 showed markedly reduced biofilm prevention compared to the parent protein. Surprisingly, the 30-residue long α4 motif alone demonstrated minimal biofilm prevention activities. However, structural optimization of the α4 motif resulted in a modified peptide (α4M1) with significantly enhanced antibiofilm properties against methicillin-sensitive (MSSA) and-resistant (MRSA) S. aureus, including six different clinical strains of MRSA and the well-known USA300. Hemolytic activity was undetectable at up to 100μM for the peptides. The data warrant further investigation of α4-derived AMPs to explore the potential application of antimicrobial peptides to combat bacterial biofilm-related infections.'
30216369	2018	'Prostate cancer (PCA) is one of the most common cancer types in men, with cancer progression being linked to hypoxia and the induction of hypoxia-inducible factor (HIF).We investigated the expression of pyruvate kinase M2 (PKM2), its regulation by HIF isoforms 1α and 2α, and its role in HIF stabilization. We additionally examined cell survival in the prostate cancer cell lines PC3 and LNCaP under severe hypoxic (0.1% O2) and normoxic (20% O2) conditions. qRT-PCR showed higher up-regulation of PKM2 mRNA expression in LNCaP cells than in PC3 cells, while western blotting showed that PKM2 protein levels were up-regulated only in LNCaP cells. Inhibition of HIF-1α and HIF-2α by small interfering RNA (si-RNA) demonstrated HIF-1α dependent up-regulation of PKM2 at the mRNA and protein levels in LNCaP cells. PKM2 inhibition by si-RNA significantly decreased hypoxia-response element (HRE) activation in a gene reporter assay and down-regulated HIF-1α target vascular endothelial growth factor (VEGF) mRNA expression in PC3 cells, whereas HIF-1α protein levels were not significantly reduced. Additionally, PKM2 inhibition significantly reduced clonogenic survival in both cell lines in a colony formation assay. Prolyl hydroxylase 3 (PHD3) mRNA expression was up-regulated in both cell lines. It has been shown that PKM2 expression is regulated by HIF-1α and that PKM2 favors HIF-1α transactivation under mild (1% O2) but not severe (0.1% O2) hypoxic conditions, and some of our findings are consistent with these previous results. However, this mechanism was not fully observed in our studied cell lines, as PKM2 regulation and HIF-1α stabilization at the transactivation level occurred under severe hypoxic conditions. This discrepancy suggests that tumor tissue origin and cell type influence this model. Our findings expand the current knowledge of the mechanisms of PCA regulation, and would be important in developing novel therapeutic strategies.'
30216355	2018	'OBJECTIVES: Obesity is an independent risk factor for cardiovascular disease. Reverse cholesterol transport (RCT) is an important cardioprotective mechanism. This study aimed to investigate RCT changes in a murine model of obesity.\n\nMETHODS: Ob/ob and control mice were injected with [3H]-cholesterol-labelled macrophages and cholesterol accumulation quantified after 48 h. Ex vivo, cholesterol efflux and uptake were determined in hepatic and adipose tissues.\n\nRESULTS: Ob/ob mice had more labelled cholesterol in their plasma (86%, p<0.001), suggesting impaired RCT. SR-BI-mediated cholesterol efflux was elevated from ob/ob mice (serum, 33%; apoB-depleted plasma, 14%, p<0.01) and HDL-c were also higher (60%, p<0.01). Ex vivo it was found that cholesterol uptake was significantly lower into the livers and adipose tissue of ob/ob mice, compared to non-obese wildtype controls. Furthermore, ex vivo cholesterol efflux was reduced in ob/ob liver and adipose tissue towards apoA-I and HDL. Consistent with this, protein levels of SR-BI and ABCG1 were significantly lower in ob/ob hepatic and adipose tissue than in wildtype mice. Finally, labelled cholesterol concentrations were lower in ob/ob bile (67%, p<0.01) and faeces (76%, p<0.0001).\n\nCONCLUSION: Obesity causes impairment in RCT due to reduced plasma cholesterol uptake and efflux by hepatocytes and adipocytes. A reduction in the capacity for plasma cholesterol clearance may partly account for increased CVD risk with obesity.'
30216338	2018	'Saline-alkali soil is an arable land resource on which transgenic Bacillus thuringiensis (Bt) cotton has been planted on a large scale in accordance with food security strategies. There are, however, concerns about the insecticidal effects of Bt cotton on target insect pests. In this study, a Bt cotton variety, GK19, and its nontransgenic parent variety, Simian-3, were used as experimental models for investigating the effect of the expression of exogenous insecticidal proteins in Bt cotton under NaCl stress on the feeding behavior and nutritional parameters of Helicoverpa armigera. The results showed that the expression of exogenous insecticidal proteins in GK19 was significantly inhibited under NaCl stress. However, the feeding, crawling, resting and spinning down behavior of the 5th instar H. armigera larvae on GK19 Bt cotton, as well as the amount of food consumed and feces produced by these larvae, did not markedly differ under different NaCl concentrations. In contrast, the mean relative growth rate (MRGR), relative growth rate (RGR), approximate digestibility (AD), efficiency of conversion of ingested food (ECI) and efficiency of conversion of digested food (ECD) of the larvae markedly decreased in response to NaCl stress. Under the same concentration of NaCl, the nutritional parameters of the bollworm larvae on GK19 Bt cotton or Simian-3 nontransgenic cotton were different. However, the interaction between salt stress and cotton variety had no significant effect on the feeding behavior or nutritional parameters of H. armigera larvae. These results may provide a scientific basis for determining the effect of exogenous insecticidal protein expression in Bt cotton under NaCl stress on H. armigera and can therefore be useful for the effective application of Bt cotton in saline-alkali soils to prevent and control H. armigera.'
30216333	2018	"'Pterygium is a fibrovascular subepithelial growth of degenerative tissue over the limbus. It is a common condition worldwide that is especially prevalent in tropical countries within the ""pterygium belt."" Its exact etiology remains to be elucidated; however, it is strongly associated with exposure to ultraviolet light. The high expression levels of tumor protein p53 (TP53) observed in laboratory studies of pterygium seem to contradict the fast-growing nature of its clinical behavior, and TP53 mutations have been suggested. We demonstrated that mouse double minute 2 (MDM2), a TP53-binding protein, contributes to the inhibition of TP53 activity in human pterygium. Thus, disruption of the MDM2-TP53 interaction should attenuate human pterygium cell growth. For primary pterygium, treatment is relatively straightforward and involves surgical excision. To minimize the risk of recurrence, many adjunctive therapies are adopted, including antimetabolites, such as mitomycin C and 5-fluorouracil, amniotic membrane, different variations on conjunctival and/or limbal conjunctival grafts, and other medications such as anti-vascular endothelial growth factor. In the future, MDM2 antagonists may help further lower the recurrence rates after the treatment of pterygium.'"
30216226	2018	'OBJECTIVE: Zhike-Houpu herbal pair (ZKHPHP) is a well-known Chinese medicine to treat gastrointestinal motility dysfunction. Recently, many researchers have found that some of the compounds of ZKHPHP such as meranzin hydrate and magnolol have antidepressant effects. However, little is known about the antidepressant mechanism of ZKHPHP. Therefore, the main aim of the study is to evaluate the antidepressant-like effects of ZKHPHP and its possible mechanism of action on HTR1A (5-hydroxytryptamine receptor 1A) in the hippocampus CA1 region in rats exposed to chronic unpredictable mild stress.\n\nMETHODS: Male Sprague Dawley (SD) rats were randomly divided into six groups: Normal, Model, ZKHPHP(3g/kg), ZKHPHP(10g/kg), ZKHPHP(20g/kg) and ZKHPHP(30g/kg); N=8 per group. We exposed the rats to chronic unpredictable mild stress (CUMS) and then assessed antidepressant-like effects of ZKHPHP by measuring weight change, observing the open-field test and measuring sucrose water consumption. The antidepressant mechanism was examined by measuring the effect of ZKHPHP on HTR1A protein expression and HTR1A mRNA expression in the hippocampus CA1 region by using immunohistochemistry analysis, western blotting, and Real-time RT-PCR.\n\nRESULTS: ZKHPHP (10 or 20g/kg) reduced the incidence of depressive-like behaviors and increased HTR1A protein and HTR1A mRNA expression in the hippocampus CA1 in rats displaying depressive behavior, while ZKHPHP (3 or 30g/kg) had no obvious effect on the measured depression indicators.\n\nCONCLUSIONS: These data show that ZKHPHP has antidepressant-like effects based on a CUMS-induced depression model in rats. ZKHPHP may be attractive as an antidepressant because of its beneficial effects on depression and the absence of gastrointestinal dysregulation, which is a frequently observed unintended effect of many commonly used antidepressive medications.'
30216173	2018	"""OBJECTIVES: The purpose of this study was to investigate possible protective effects of St. John's wort in the hepatic ischemia/reperfusion injury.\n\nMATERIAL AND METHODS: The hepatic artery, portal vein, and bile duct were all clamped for 45 minutes to induce ischemia in rats, and after that reperfusion for 1 hour. SJW was administrated orally, once a day for 3 days before ischemia/reperfusion. The aspartate aminotransferase, alanine aminotransferase, tumor necrosis factor, and interleukin levels were measured in the serum samples. Luminol chemiluminescence, lucigenin luminol chemiluminescence levels; myeloperoxidase. The sodium-potassium ATPase (Na+/K+ ATPase) activity was determined in the liver tissue, and caspase-3 and caspase-9 activity with the bcl-2/bax ratio were measured by the western blot analysis.\n\nRESULTS: The St. John's wort administration recovered the aspartate aminotransferase, alanine aminotransferase, tumor necrosis factor, and IL-1β levels serum parameters meaningfully, while ischemia/reperfusion caused an increase in luminol chemiluminescence, lucigenin luminol chemiluminescence, myeloperoxidase, caspase-3, and caspase-9 activity and led to a decrease in the B-cell lymphoma-2/bcl-2-associated X protein (bcl-2/bax) ratio and the Na+/K+ ATPase activity.\n\nCONCLUSION: The obtained results indicate protective effects of St. John's wort on the ischemia/reperfusion injury through various mechanisms, and we are able to suggest that St. John's wort can clinically create a new therapeutic principle."""
30216133	2018	'Compared to other protein-rich foods, eggs are of soft texture, easy to cook, and low cost, and may be useful in increasing protein intakes in older adults. Focus groups and interviews were used to explore all reasons for consuming and not consuming eggs in older adults. Forty-two individuals (20 males, 22 females, aged 56-96\u2009years) took part in one of eight focus groups or two individual interviews. Thematic analyses revealed 69 different reasons for eating or not eating eggs in this population. Reasons were related to: hedonics, properties of the food, preparation style, convenience, physical environment, variety, physical health/abilities, nutrition and health knowledge, food safety, social environment, morality, emotion, and habit. Some of these reasons are likely to be specific to egg consumption in older adults, e.g. properties of the food and convenience combined with physical health/abilities. Some reasons are also likely to be more relevant to older than younger individuals, e.g. medical factors. Investigation of the reasons most related to intake on a population-wide scale would aid the development of interventions.'
30216119	2018	'Chemerin and its G protein-coupled receptor (ChemR23) have been associated with endothelial dysfunction, inflammation and insulin resistance. However, the role of chemerin on insulin signalling in the vasculature is still unknown. We aimed to determine whether chemerin reduces vascular insulin signalling and whether there is interplay between chemerin/ChemR23, insulin resistance and vascular complications associated with type 2 diabetes (T2D). Molecular and vascular mechanisms were probed in mesenteric arteries and cultured vascular smooth muscle cells (VSMC) from C57BL/6J, non-diabetic lean db/m and diabetic obese db/db mice as well as in human microvascular endothelial cells (HMEC). Chemerin decreased insulin-induced vasodilatation in C57BL/6J mice, an effect prevented by CCX832 (ChemR23 antagonist) treatment. In VSMC, chemerin, via oxidative stress- and ChemR23-dependent mechanisms, decreased insulin-induced Akt phosphorylation, GLUT4 translocation to the membrane and glucose uptake. In HMEC, chemerin decreased insulin-activated nitric oxide signalling. AMPK phosphorylation was reduced by chemerin in both HMEC and VSMC. CCX832 treatment of db/db mice decreased body weight, insulin and glucose levels and vascular oxidative stress. CCX832 also partially restored vascular insulin responses in db/db and high fat diet (HFD)-fed mice. Our novel in vivo findings highlight chemerin/ChemR23 as a promising therapeutic target to limit insulin resistance and vascular complications associated with obesity-related diabetes.'
